A	Part of speech: adjective
V1.IMI3P	Part of speech: verb, progressive, regular present<br />Tense: imperfect<br />Voice: middle<br />Mood: indicative<br />Person: third<br />Number: plural
V1.IMI3S	Part of speech: verb, progressive, regular present<br />Tense: imperfect<br />Voice: middle<br />Mood: indicative<br />Person: third<br />Number: singular
V1.IPI3S	Part of speech: verb, progressive, regular present<br />Tense: imperfect<br />Voice: passive<br />Mood: indicative<br />Person: third<br />Number: singular
V1I.PMI3S	Part of speech: verb, progressive, regular present, augmented<br />Tense: present<br />Voice: middle<br />Mood: participle<br />Person: third<br />Number: singular
V1.PAD2P	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: active<br />Mood: participle<br />Person: second<br />Number: plural
V1.PAD2S	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: active<br />Mood: participle<br />Person: second<br />Number: singular
V1.PAD3P	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: active<br />Mood: participle<br />Person: third<br />Number: plural
V1.PAD3S	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: active<br />Mood: participle<br />Person: third<br />Number: singular
V1.PAI1P	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: active<br />Mood: participle<br />Person: first<br />Number: plural
V1.PAI1S	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: active<br />Mood: participle<br />Person: first<br />Number: singular
V1.PAI2P	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: active<br />Mood: participle<br />Person: second<br />Number: plural
V1.PAI2S	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: active<br />Mood: participle<br />Person: second<br />Number: singular
V1.PAI3P	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: active<br />Mood: participle<br />Person: third<br />Number: plural
V1.PAI3S	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: active<br />Mood: participle<br />Person: third<br />Number: singular
V1.PAN	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: active<br />Mood: participle
V1.PAO3S	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: active<br />Mood: participle<br />Person: third<br />Number: singular
V1.PAPAP	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: active<br />Mood: participle<br />Participle Case: accusative<br />Number: plural
V1.PAPAS	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: active<br />Mood: participle<br />Participle Case: accusative<br />Participle Number: singular
V1.PAPDP	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: active<br />Mood: participle<br />Participle Case: dative<br />Number: plural
V1.PAPDS	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: active<br />Mood: participle<br />Participle Case: dative<br />Participle Number: singular
V1.PAPGP	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: active<br />Mood: participle<br />Participle Case: genitive<br />Number: plural
V1.PAPGS	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: active<br />Mood: participle<br />Participle Case: genitive<br />Participle Number: singular
V1.PAPNP	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: active<br />Mood: participle<br />Participle Case: nominative<br />Number: plural
V1.PAPNS	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: active<br />Mood: participle<br />Participle Case: nominative<br />Participle Number: singular
V1.PAPVS	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: active<br />Mood: participle<br />Participle Case: vocative<br />Participle Number: singular
V1.PAS1P	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: active<br />Mood: participle<br />Person: first<br />Number: plural
V1.PAS1S	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: active<br />Mood: participle<br />Person: first<br />Number: singular
V1.PAS2P	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: active<br />Mood: participle<br />Person: second<br />Number: plural
V1.PAS2S	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: active<br />Mood: participle<br />Person: second<br />Number: singular
V1.PAS3P	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: active<br />Mood: participle<br />Person: third<br />Number: plural
V1.PAS3S	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: active<br />Mood: participle<br />Person: third<br />Number: singular
V1.PMD2P	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: middle<br />Mood: participle<br />Person: second<br />Number: plural
V1.PMD2S	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: middle<br />Mood: participle<br />Person: second<br />Number: singular
V1.PMD3P	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: middle<br />Mood: participle<br />Person: third<br />Number: plural
V1.PMD3S	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: middle<br />Mood: participle<br />Person: third<br />Number: singular
V1.PMI1P	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: middle<br />Mood: participle<br />Person: first<br />Number: plural
V1.PMI1S	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: middle<br />Mood: participle<br />Person: first<br />Number: singular
V1.PMI2P	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: middle<br />Mood: participle<br />Person: second<br />Number: plural
V1.PMI2S	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: middle<br />Mood: participle<br />Person: second<br />Number: singular
V1.PMI3P	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: middle<br />Mood: participle<br />Person: third<br />Number: plural
V1.PMI3S	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: middle<br />Mood: participle<br />Person: third<br />Number: singular
V1.PMN	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: middle<br />Mood: participle
V1.PMO3S	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: middle<br />Mood: participle<br />Person: third<br />Number: singular
V1.PMPAP	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: middle<br />Mood: participle<br />Participle Case: accusative<br />Number: plural
V1.PMPAS	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: middle<br />Mood: participle<br />Participle Case: accusative<br />Participle Number: singular
V1.PMPDP	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: middle<br />Mood: participle<br />Participle Case: dative<br />Number: plural
V1.PMPDS	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: middle<br />Mood: participle<br />Participle Case: dative<br />Participle Number: singular
V1.PMPGP	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: middle<br />Mood: participle<br />Participle Case: genitive<br />Number: plural
V1.PMPGS	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: middle<br />Mood: participle<br />Participle Case: genitive<br />Participle Number: singular
V1.PMPNP	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: middle<br />Mood: participle<br />Participle Case: nominative<br />Number: plural
V1.PMPNS	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: middle<br />Mood: participle<br />Participle Case: nominative<br />Participle Number: singular
V1.PMPVP	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: middle<br />Mood: participle<br />Participle Case: vocative<br />Number: plural
V1.PMS1P	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: middle<br />Mood: participle<br />Person: first<br />Number: plural
V1.PMS1S	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: middle<br />Mood: participle<br />Person: first<br />Number: singular
V1.PMS2P	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: middle<br />Mood: participle<br />Person: second<br />Number: plural
V1.PMS2S	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: middle<br />Mood: participle<br />Person: second<br />Number: singular
V1.PMS3P	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: middle<br />Mood: participle<br />Person: third<br />Number: plural
V1.PMS3S	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: middle<br />Mood: participle<br />Person: third<br />Number: singular
V1.PPD2S	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: passive<br />Mood: participle<br />Person: second<br />Number: singular
V1.PPI1S	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: passive<br />Mood: participle<br />Person: first<br />Number: singular
V1.PPI3P	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: passive<br />Mood: participle<br />Person: third<br />Number: plural
V1.PPI3S	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: passive<br />Mood: participle<br />Person: third<br />Number: singular
V1.PPN	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: passive<br />Mood: participle
V1.PPPAP	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: passive<br />Mood: participle<br />Participle Case: accusative<br />Number: plural
V1.PPPAS	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: passive<br />Mood: participle<br />Participle Case: accusative<br />Participle Number: singular
V1.PPPDS	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: passive<br />Mood: participle<br />Participle Case: dative<br />Participle Number: singular
V1.PPPGS	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: passive<br />Mood: participle<br />Participle Case: genitive<br />Participle Number: singular
V1.PPPNP	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: passive<br />Mood: participle<br />Participle Case: nominative<br />Number: plural
V1.PPPNS	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: passive<br />Mood: participle<br />Participle Case: nominative<br />Participle Number: singular
V1.PPS3S	Part of speech: verb, progressive, regular present<br />Tense: present<br />Voice: passive<br />Mood: participle<br />Person: third<br />Number: singular
V2.AAI3P	Part of speech: verb, progressive, contracts in -εω<br />Tense: aorist<br />Voice: active<br />Person: third<br />Number: plural
V2.IAI3P	Part of speech: verb, progressive, contracts in -εω<br />Tense: imperfect<br />Voice: active<br />Mood: indicative<br />Person: third<br />Number: plural
V2.IAI3S	Part of speech: verb, progressive, contracts in -εω<br />Tense: imperfect<br />Voice: active<br />Mood: indicative<br />Person: third<br />Number: singular
V2I.IAI1P	Part of speech: verb, progressive, contracts in -εω, augmented<br />Tense: imperfect<br />Voice: active<br />Mood: indicative<br />Person: first<br />Number: plural
V2I.IAI1S	Part of speech: verb, progressive, contracts in -εω, augmented<br />Tense: imperfect<br />Voice: active<br />Mood: indicative<br />Person: first<br />Number: singular
V2I.IAI2P	Part of speech: verb, progressive, contracts in -εω, augmented<br />Tense: imperfect<br />Voice: active<br />Mood: indicative<br />Person: second<br />Number: plural
V2I.IAI2S	Part of speech: verb, progressive, contracts in -εω, augmented<br />Tense: imperfect<br />Voice: active<br />Mood: indicative<br />Person: second<br />Number: singular
V2I.IAI3P	Part of speech: verb, progressive, contracts in -εω, augmented<br />Tense: imperfect<br />Voice: active<br />Mood: indicative<br />Person: third<br />Number: plural
V2I.IAI3S	Part of speech: verb, progressive, contracts in -εω, augmented<br />Tense: imperfect<br />Voice: active<br />Mood: indicative<br />Person: third<br />Number: singular
V2I.IMI1S	Part of speech: verb, progressive, contracts in -εω, augmented<br />Tense: imperfect<br />Voice: middle<br />Mood: indicative<br />Person: first<br />Number: singular
V2I.IMI2P	Part of speech: verb, progressive, contracts in -εω, augmented<br />Tense: imperfect<br />Voice: middle<br />Mood: indicative<br />Person: second<br />Number: plural
V2I.IMI2S	Part of speech: verb, progressive, contracts in -εω, augmented<br />Tense: imperfect<br />Voice: middle<br />Mood: indicative<br />Person: second<br />Number: singular
V2I.IMI3P	Part of speech: verb, progressive, contracts in -εω, augmented<br />Tense: imperfect<br />Voice: middle<br />Mood: indicative<br />Person: third<br />Number: plural
V2I.IMI3S	Part of speech: verb, progressive, contracts in -εω, augmented<br />Tense: imperfect<br />Voice: middle<br />Mood: indicative<br />Person: third<br />Number: singular
V2.IMI1S	Part of speech: verb, progressive, contracts in -εω<br />Tense: imperfect<br />Voice: middle<br />Mood: indicative<br />Person: first<br />Number: singular
V2.IMI2S	Part of speech: verb, progressive, contracts in -εω<br />Tense: imperfect<br />Voice: middle<br />Mood: indicative<br />Person: second<br />Number: singular
